has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,school_name,know_more_link,email,operational_status,school_category,school_management,school_type,school_location,address,pin_code,detail_school_name,source_url,extraction_timestamp,academic_year,location,class_from,class_to,class_range,year_of_establishment,affiliation_board_sec,affiliation_board_hsec,total_students,total_boys,total_girls,total_teachers,male_teachers,female_teachers,extraction_status,critical_fields_extracted
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.420339,,GOVT PRIMARY SCHOOL BADMASHPAHAR,https://kys.udiseplus.gov.in/#/schooldetail/5300340/12,gpsbadmashpahad2011@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,VILL AND P O CHOULDARI S/ANDAMAN,744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300340/12,2025-08-07T00:23:11.268552,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,20,9,11,8,5,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.464820,,GOVT PRIMARY SCHOOL BAMBOO NALLAH,https://kys.udiseplus.gov.in/#/schooldetail/5300315/12,,,N/A,1-Department of Education,N/A,1-Rural,GOVT PRIMARY SCHOOL BAMBOO NALLAH,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300315/12,2025-08-07T00:23:18.302249,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.509598,,GOVT PRIMARY SCHOOL BIMBLITAN,https://kys.udiseplus.gov.in/#/schooldetail/5300326/12,gpsbimblitan1@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,BIMBLITAN SIPPIGHAT PANCHAYAT,744105,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300326/12,2025-08-07T00:23:25.434438,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,13,6,7,5,4,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.552164,,GOVT PRIMARY SCHOOL BLOOMS DALE,https://kys.udiseplus.gov.in/#/schooldetail/5300338/12,gpsbloomsdale1@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,GPS BLOOMSDALE CHOULDARI,744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300338/12,2025-08-07T00:23:32.851615,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,23,7,16,6,6,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.594716,,GOVT PRIMARY SCHOOL BREAK WATER,https://kys.udiseplus.gov.in/#/schooldetail/5300121/12,gpsbreakwaterla@gmail.com,,N/A,1-Department of Education,N/A,1-Rural,"Hut Bay, Little Andaman",744207,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300121/12,2025-08-07T00:23:39.855821,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.637117,,GOVT PRIMARY SCHOOL CADDLE GUNJ,https://kys.udiseplus.gov.in/#/schooldetail/5300100/12,gpscgunj@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,caddlegunj portblair,744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300100/12,2025-08-07T00:23:47.000559,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.684888,,GOVT PRIMARY SCHOOL CHIDIYATAPPU,https://kys.udiseplus.gov.in/#/schooldetail/5300313/12,gpschidiyatapu@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"CHIDIYATAPU,SOUTH ANDAMAN",744105,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300313/12,2025-08-07T00:23:55.117865,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,12,7,5,4,1,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.730382,,GOVT PRIMARY SCHOOL CHUNNA BHATTA,https://kys.udiseplus.gov.in/#/schooldetail/5300093/12,gpschunnabhatta@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,Govt primary school chunna bhatta,744107,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300093/12,2025-08-07T00:24:02.098033,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,58,37,21,7,4,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.776853,,GOVT PRIMARY SCHOOL COLLINPUR,https://kys.udiseplus.gov.in/#/schooldetail/5300106/12,gpscpur@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,government primary school herbertabad port blair,744102,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300106/12,2025-08-07T00:24:09.332756,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,11,7,4,5,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.839419,,GOVT PRIMARY SCHOOL CYLON BASTHI,https://kys.udiseplus.gov.in/#/schooldetail/5300358/12,gpscylonebasthi@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Hut Bay, Little Andaman",744207,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300358/12,2025-08-07T00:24:16.922443,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,42,22,20,9,6,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.883001,,GOVT PRIMARY SCHOOL DUNDUSPOINT,https://kys.udiseplus.gov.in/#/schooldetail/5300116/12,gpsdundaspoint@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,DUNDAS POINT SOUTH ANDAMAN,744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300116/12,2025-08-07T00:24:24.105834,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,4,4,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.928402,,GOVT PRIMARY SCHOOL HADDO (ENGLISH),https://kys.udiseplus.gov.in/#/schooldetail/5300383/12,gpshaddoem@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,2-Urban,"HADDO WARD NO 2 PORT BLAIR, SOUTH ANDAMAN",744102,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300383/12,2025-08-07T00:24:31.533409,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,113,48,65,14,12,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:19.970737,,GOVT PRIMARY SCHOOL HATHI TAPU,https://kys.udiseplus.gov.in/#/schooldetail/5300117/12,gpshathitapu@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"vill-hathitapu,Namunaghar",744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300117/12,2025-08-07T00:24:38.805447,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,12,6,6,5,4,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.017316,,GOVT PRIMARY SCHOOL HAVELOCK 6 1/2,https://kys.udiseplus.gov.in/#/schooldetail/5300329/12,gpsknhavelock6.5@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Krishnanagar - 6 1/2, Pin Code- 744211, Swarajdweep","- 744211, Swarajdweep",School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300329/12,2025-08-07T00:24:46.091766,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,68,31,37,8,7,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.063920,,GOVT PRIMARY SCHOOL HAVELOCK JETTY (EM),https://kys.udiseplus.gov.in/#/schooldetail/5300001/12,,,N/A,1-Department of Education,N/A,9-NA,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300001/12,2025-08-07T00:24:53.417583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.104467,,GOVT PRIMARY SCHOOL HERBERTABAD,https://kys.udiseplus.gov.in/#/schooldetail/5300107/12,gpsherbertabad@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Govt. Primary School Herbertabad, South Andaman",744102,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300107/12,2025-08-07T00:25:00.410502,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,4,0,4,3,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.150210,,GOVT PRIMARY SCHOOL HOBDYPUR,https://kys.udiseplus.gov.in/#/schooldetail/5300104/12,gpshobdypur2018@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"GPS HABDIPUR, SOUTH ANDAMAN, 744103",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300104/12,2025-08-07T00:25:07.370943,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,4,1,3,4,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.193754,,GOVT PRIMARY SCHOOL HOPE TOWN,https://kys.udiseplus.gov.in/#/schooldetail/5300094/12,gpshopetown73@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"NEAR HOPE TOWN JETTY, HOPE TOWN",744107,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300094/12,2025-08-07T00:25:14.353823,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,19,13,6,4,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.237615,,GOVT PRIMARY SCHOOL INDIRA NAGAR,https://kys.udiseplus.gov.in/#/schooldetail/5300309/12,gpsindiranagar35@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Indira Nagar,Manglutan, South Andaman",744105,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300309/12,2025-08-07T00:25:21.161449,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,38,11,27,8,6,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.284022,,GOVT PRIMARY SCHOOL KADAKACHANG,https://kys.udiseplus.gov.in/#/schooldetail/5300086/12,kadakachang1998@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"GPS KADAKACHANG, WIMBERLYGUNJ, SOUTH ANDAMAN",744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300086/12,2025-08-07T00:25:28.009482,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,10,2,8,4,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.328547,,GOVT PRIMARY SCHOOL LALL PAHAR,https://kys.udiseplus.gov.in/#/schooldetail/5300300/12,gpslalpahar@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"GPS LAL PAHAR, CHOULDARI, SOUTH ANDAMAN",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300300/12,2025-08-07T00:25:35.164614,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,13,10,3,5,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.385351,,GOVT PRIMARY SCHOOL LAMBA PAHAD,https://kys.udiseplus.gov.in/#/schooldetail/5300345/12,Wimberlygunjgpslambapahad@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"lambapahad,n wimberlygunj",744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300345/12,2025-08-07T00:25:42.089729,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,17,12,5,5,4,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.439765,,GOVT PRIMARY SCHOOL LOHA BARRICK,https://kys.udiseplus.gov.in/#/schooldetail/5300316/12,gpslohabarrick@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Loha Barrick, Wandor, South Andaman",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300316/12,2025-08-07T00:25:49.298270,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,9,6,3,4,1,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.486796,,GOVT PRIMARY SCHOOL MAKKA PAHAR,https://kys.udiseplus.gov.in/#/schooldetail/5300318/12,gpsmp1997@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,Beodnabad post south andaman,744105,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300318/12,2025-08-07T00:25:56.358518,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,19,12,7,6,5,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.531650,,GOVT PRIMARY SCHOOL MANJERI,https://kys.udiseplus.gov.in/#/schooldetail/5300317/12,gpsmanjery@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"VILL- MANJERYI, P.O. GUPTAPARA, SOUTH ANDAMAN",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300317/12,2025-08-07T00:26:03.513484,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,21,9,12,7,6,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.581950,,GOVT PRIMARY SCHOOL MATHURA,https://kys.udiseplus.gov.in/#/schooldetail/5300085/12,gpsmathura1950@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"mathura, wimberlygunj",744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300085/12,2025-08-07T00:26:10.493551,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,23,11,12,6,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.628414,,GOVT PRIMARY SCHOOL  MAZAR PAHAD,https://kys.udiseplus.gov.in/#/schooldetail/5300404/12,gpsmp1998@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,2-Urban,GOVT PRIMARY SCHOOL MAZAR PAHAD,744106,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300404/12,2025-08-07T00:26:17.593029,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,14,10,4,5,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.672050,,GOVT PRIMARY SCHOOL MIDDLE POINT (GDMS),https://kys.udiseplus.gov.in/#/schooldetail/5300399/12,gdmspri2020@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,2-Urban,"Middle point, Port Blair, P.O. Head Post Office",744101,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300399/12,2025-08-07T00:26:24.735074,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,211,117,94,17,12,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.715628,,GOVT PRIMARY SCHOOL MINNIE BAY,https://kys.udiseplus.gov.in/#/schooldetail/5300412/12,gpsminniebay@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,2-Urban,School Line Ranchi Basti,744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300412/12,2025-08-07T00:26:31.674053,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,45,23,22,6,6,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.761683,,GOVT PRIMARY SCHOOL MITHA KHARI,https://kys.udiseplus.gov.in/#/schooldetail/5300109/12,gpsmithakhari@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"MITHAKHARI, SOUTH ANDAMAN",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300109/12,2025-08-07T00:26:38.725503,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,15,9,6,4,4,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.805820,,GOVT PRIMARY SCHOOL MUSLIM BASTI,https://kys.udiseplus.gov.in/#/schooldetail/5300110/12,Gpsmuslimbasti@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"P.O. OGRABRAJ, SOUTH ANDAMAN",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300110/12,2025-08-07T00:26:45.783681,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,19,10,9,4,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.851233,,GOVT PRIMARY SCHOOL NANJAPPA NAGAR,https://kys.udiseplus.gov.in/#/schooldetail/5300119/12,gpsnnhb@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Hutbay, Little Andaman",744207,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300119/12,2025-08-07T00:26:53.990445,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,39,21,18,8,7,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.895084,,GOVT PRIMARY SCHOOL NAYAGAON,https://kys.udiseplus.gov.in/#/schooldetail/5300409/12,gpsng.doe@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,2-Urban,"Near Juvenile Home, Ward No.-12, Nayagaon",744106,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300409/12,2025-08-07T00:27:01.491689,N/A,2-Urban,N/A,N/A,N/A,N/A,N/A,N/A,40,23,17,7,7,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:20.955606,,GOVT PRIMARY SCHOOL NAYASAHAR,https://kys.udiseplus.gov.in/#/schooldetail/5300310/12,gpsNsahar@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"NEAR DHANICARI DAM,NAYASAHAR",744105,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300310/12,2025-08-07T00:27:08.446120,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,35,22,13,6,6,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:21.006412,,GOVT PRIMARY SCHOOL NEIL ISLAND-4,https://kys.udiseplus.gov.in/#/schooldetail/5300344/12,gpsneil4@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Ram nagar, Shaheed Dweep",744104,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300344/12,2025-08-07T00:27:15.519148,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,27,12,15,4,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:21.052476,,GOVT PRIMARY SCHOOL NEW WANDOOR,https://kys.udiseplus.gov.in/#/schooldetail/5300305/12,gpsnewwandoor1969@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"GPS NEW WANDOOR, WANDOOR",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300305/12,2025-08-07T00:27:22.586449,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,19,8,11,6,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:21.096328,,GOVT PRIMARY SCHOOL NORTH BAY,https://kys.udiseplus.gov.in/#/schooldetail/5300095/12,GPSnorthbay3501@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Northbay ,SouthAndaman",744107,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300095/12,2025-08-07T00:27:29.667315,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:21.138133,,GOVT PRIMARY SCHOOL PORT MOUT,https://kys.udiseplus.gov.in/#/schooldetail/5300334/12,gpsportmout02@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"PORT MOUT, P.O. CHOULDARI",744103,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300334/12,2025-08-07T00:27:36.668191,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,16,11,5,4,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:21.185305,,GOVT PRIMARY SCHOOL RADHANAGAR,https://kys.udiseplus.gov.in/#/schooldetail/5300332/12,gpsradhanagar@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Radhanagar 744211, Swaraj Dweep",744211,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300332/12,2025-08-07T00:27:43.505432,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,14,4,10,3,1,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:21.228328,,GOVT PRIMARY SCHOOL RANCHI BASTHI,https://kys.udiseplus.gov.in/#/schooldetail/5300115/12,gpsranchibasthi2020@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"GPS RANCHI BASTHI NAMUNAGHAR,WARD NO.-1 SOUTH ANDAMAN PIN 744206",744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300115/12,2025-08-07T00:27:50.654374,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,16,7,9,5,4,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:21.270875,,GOVT PRIMARY SCHOOL RANGACHANG-5,https://kys.udiseplus.gov.in/#/schooldetail/5300319/12,psrangachang5@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,ANDAMAN AND NICOBAR ISLANDS,744105,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300319/12,2025-08-07T00:27:57.706573,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,8,3,5,5,5,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:21.314853,,GOVT PRIMARY SCHOOL SAITHAN KHARI,https://kys.udiseplus.gov.in/#/schooldetail/5300084/12,gpssaithankhari1972@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,brindaban wimberlygunj,744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300084/12,2025-08-07T00:28:04.839508,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,6,4,2,4,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:21.361518,,GOVT PRIMARY SCHOOL SHOAL BAY-14,https://kys.udiseplus.gov.in/#/schooldetail/5300069/12,gpssbay14@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"SHOAL BAY, SOUTH ANDAMAN",744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300069/12,2025-08-07T00:28:11.695843,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,22,10,12,4,2,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:21.405098,,GOVT PRIMARY SCHOOL SHOAL BAY-19,https://kys.udiseplus.gov.in/#/schooldetail/5300070/12,gpsshoalbay19@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,SHOAL BAY 19 SOUTH ANDAMAN,744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300070/12,2025-08-07T00:28:18.777018,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,5,4,1,4,1,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:21.447642,,GOVT PRIMARY SCHOOL SHOAL BAY-8,https://kys.udiseplus.gov.in/#/schooldetail/5300071/12,gpsshoalbay08@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Shoal Bay-08, shoal bay, south andaman",744206,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300071/12,2025-08-07T00:28:25.791837,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,25,12,13,4,3,N/A,SUCCESS,2
True,True,ANDAMAN & NICOBAR ISLANDS,135,MIDDLE AND NORTH ANDAMANS,4503,2025-08-07T00:16:21.511331,,GOVT PRIMARY SCHOOL SHORE POINT,https://kys.udiseplus.gov.in/#/schooldetail/5300090/12,gpsshorepoint.pb@gmail.com,,1-Primary,1-Department of Education,3-Co-educational,1-Rural,"Shore Point, Port Blair",744107,School Details,https://kys.udiseplus.gov.in/#/schooldetail/5300090/12,2025-08-07T00:28:32.850662,N/A,1-Rural,N/A,N/A,N/A,N/A,N/A,N/A,22,9,13,6,3,N/A,SUCCESS,2
