has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,operational_status,school_name,know_more_link,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,address,pin_code,last_modified,email,detail_school_name,source_url,extraction_timestamp,location,class_from,class_to,year_of_establishment,national_management,state_management,affiliation_board_sec,affiliation_board_hsec,total_students,total_boys,total_girls,enrollment_class_range,total_teachers,male_teachers,female_teachers,extraction_status,fields_extracted,critical_fields_extracted
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.082033,,,GOVT PRY SCHOOL YANGSEY,https://kys.udiseplus.gov.in/#/schooldetail/2702346/12,East Kameng,Bana,2025-26,,1-Department of Education,- To -,N/A,9-NA,,790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702346/12,2025-08-20T13:45:12.780839,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.147278,,,GOVT PRY SCHOOL YASING,https://kys.udiseplus.gov.in/#/schooldetail/2703722/12,East Kameng,Bana,2025-26,,1-Department of Education,- To -,N/A,9-NA,,790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2703722/12,2025-08-20T13:45:20.663033,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.176665,,,GOVT RESIDENTIAL SCHOOL CHANKU,https://kys.udiseplus.gov.in/#/schooldetail/2703685/12,East Kameng,Pipu,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,pipu block school chanku,790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2703685/12,2025-08-20T13:45:28.674035,1-Rural,1,8,2007,1-Department of Education,1-Department of Education,NA,NA,47,27,20,N/A,7,6,1,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.206055,,,GOVT. RESIDENTIAL SCHOOL DOKA,https://kys.udiseplus.gov.in/#/schooldetail/2702297/12,East Kameng,Pipu,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,pipu block school doka,790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702297/12,2025-08-20T13:45:36.696539,1-Rural,1,5,1982,1-Department of Education,1-Department of Education,NA,NA,61,43,18,N/A,6,6,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.234753,,,GOVT. RESIDENTIAL SCHOOL JEJU DADA,https://kys.udiseplus.gov.in/#/schooldetail/2702365/12,East Kameng,Seppa,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,"VILLAGE, JEJU DADA 10 SEPPA",790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702365/12,2025-08-20T13:45:44.646972,1-Rural,1,8,1977,1-Department of Education,1-Department of Education,NA,NA,70,40,30,N/A,6,6,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.263570,,,GOVT. RESIDENTIAL SCHOOL LAIMOYA,https://kys.udiseplus.gov.in/#/schooldetail/2702364/12,East Kameng,Seppa,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,village Lai Moya School,790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702364/12,2025-08-20T13:45:52.481563,1-Rural,1,5,1986,1-Department of Education,1-Department of Education,NA,NA,45,29,16,N/A,6,5,1,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.308658,,,GOVT. RESIDENTIAL SCHOOL L/MORANG,https://kys.udiseplus.gov.in/#/schooldetail/2702905/12,East Kameng,Bameng,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,"GOVT. RESIDENTIAL SCHOOL, LIYAMORANG",790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702905/12,2025-08-20T13:46:00.484548,1-Rural,1,8,2007,1-Department of Education,1-Department of Education,NA,NA,81,46,35,N/A,7,7,0,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.338912,,,GOVT RESIDENTIAL SCHOOL NERE,https://kys.udiseplus.gov.in/#/schooldetail/2703713/12,East Kameng,Bana,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,"GRS Nere po/ps,seppa district east kameng",790102.0,,nere@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2703713/12,2025-08-20T13:46:08.451018,1-Rural,1,8,1978,1-Department of Education,1-Department of Education,NA,NA,94,48,46,N/A,14,9,5,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.368746,,,GOVT. RESIDENTIAL SCHOOL PAKKE,https://kys.udiseplus.gov.in/#/schooldetail/2700782/12,East Kameng,Khenewa,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVT. RESIDENTIAL SCHOOL PAKKE,790102.0,,Gmspake19@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2700782/12,2025-08-20T13:46:16.375234,1-Rural,1,8,1982,1-Department of Education,1-Department of Education,NA,NA,77,49,28,N/A,6,3,3,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.404338,,,GOVT RESIDENTIAL SCHOOL PIO,https://kys.udiseplus.gov.in/#/schooldetail/2703035/12,East Kameng,Bameng,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,"GOVT. RESIDENTIAL SCHOOL, PIO",790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2703035/12,2025-08-20T13:46:24.362228,1-Rural,1,8,2007,1-Department of Education,1-Department of Education,NA,NA,26,17,9,N/A,4,2,2,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.433982,,,"GOVT, RESIDENTIAL SCHOOL RAMGANG",https://kys.udiseplus.gov.in/#/schooldetail/2702349/12,East Kameng,Bana,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,"GRS Ramgang po, seppa district east kameng",790102.0,,ramgang@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702349/12,2025-08-20T13:46:32.519370,1-Rural,1,8,2006,1-Department of Education,1-Department of Education,NA,NA,95,56,39,N/A,8,5,3,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.464538,,,GOVT. RESIDENTIAL SCHOOL SANCHU,https://kys.udiseplus.gov.in/#/schooldetail/2702333/12,East Kameng,Chayang Tajo,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,Govt residential school sangchu,790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702333/12,2025-08-20T13:46:40.587239,1-Rural,1,8,1979,1-Department of Education,1-Department of Education,NA,NA,99,48,51,N/A,10,6,4,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.493650,,,GOVT. RESIDENTIAL SCHOOL SAWA,https://kys.udiseplus.gov.in/#/schooldetail/2702328/12,East Kameng,Chayang Tajo,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,Govt residential school sawa,790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702328/12,2025-08-20T13:46:48.560847,1-Rural,1,8,1999,1-Department of Education,1-Department of Education,NA,NA,127,67,60,N/A,7,6,1,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.606926,,,GOVT. RESIDENTIAL SCHOOL TAGANG WARRANG,https://kys.udiseplus.gov.in/#/schooldetail/2702976/12,East Kameng,Pipu,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,pipu block GMS T/Warrang,790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702976/12,2025-08-20T13:46:56.511346,1-Rural,1,8,1976,1-Department of Education,1-Department of Education,NA,NA,43,30,13,N/A,7,5,2,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.635485,,,GOVT. SEC. SCHOOL BAMENG,https://kys.udiseplus.gov.in/#/schooldetail/2702390/12,East Kameng,Bameng,2025-26,6-Pr. Up Pr. and Secondary Only,1-Department of Education,1 To 10,3-Co-educational,1-Rural,"GOVT. SECONDARY SCHOOL, BAMENG",790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702390/12,2025-08-20T13:47:04.426611,1-Rural,1,10,1959,1-Department of Education,1-Department of Education,1-CBSE,NA,35,14,21,N/A,7,4,3,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.664054,,,"GOVT SEC. SCHOOL, LUMDUNG",https://kys.udiseplus.gov.in/#/schooldetail/2702357/12,East Kameng,Bana,2025-26,6-Pr. Up Pr. and Secondary Only,1-Department of Education,1 To 10,3-Co-educational,1-Rural,"GSS lumdung P.O,seppa district east kameng",790102.0,,lumdung@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702357/12,2025-08-20T13:47:12.360986,1-Rural,1,10,1967,1-Department of Education,1-Department of Education,1-CBSE,NA,50,27,23,N/A,18,10,8,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.693060,,,GOVT. SEC SCHOOL NEW SEPPA,https://kys.udiseplus.gov.in/#/schooldetail/2702382/12,East Kameng,Seppa,2025-26,6-Pr. Up Pr. and Secondary Only,1-Department of Education,1 To 10,3-Co-educational,2-Urban,"NEW SEPPA, DISTRICT EAST KAMNEG, SEPPA",790102.0,,gssnewseppa@yahoo.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702382/12,2025-08-20T13:47:20.450090,2-Urban,1,10,1994,1-Department of Education,1-Department of Education,1-CBSE,NA,597,306,291,N/A,29,11,18,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.722156,,,"GOVT. SEC. SCHOOL, PABUA",https://kys.udiseplus.gov.in/#/schooldetail/2702371/12,East Kameng,Seppa,2025-26,6-Pr. Up Pr. and Secondary Only,1-Department of Education,1 To 10,3-Co-educational,1-Rural,"PABUA , SEPPA DISTRICT EAST KAMENG",790102.0,,gsspabuasebibo@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702371/12,2025-08-20T13:47:28.574127,1-Rural,1,10,1986,1-Department of Education,1-Department of Education,1-CBSE,NA,182,131,51,N/A,17,11,6,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.751054,,,GOVT SEC SCHOOL PAKOTI,https://kys.udiseplus.gov.in/#/schooldetail/2702381/12,East Kameng,Seppa,2025-26,6-Pr. Up Pr. and Secondary Only,1-Department of Education,1 To 10,3-Co-educational,1-Rural,"GOVT. SEC. SCHOOL PAKOTI, DIST-EAST KAMENG",790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702381/12,2025-08-20T13:47:36.653003,1-Rural,1,10,1979,1-Department of Education,1-Department of Education,1-CBSE,NA,69,52,17,N/A,16,9,7,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.779520,,,HOLLY CROSS BAMENG,https://kys.udiseplus.gov.in/#/schooldetail/2704160/12,East Kameng,Bameng,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 5,3-Co-educational,1-Rural,"HOLY CROSS SCHOOL, BAMENG",790102.0,,freddykm@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2704160/12,2025-08-20T13:47:44.717744,1-Rural,1,5,2017,5-Private Unaided (Recognized),5-Private Unaided (Recognized),NA,NA,39,16,23,N/A,5,3,2,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.808768,,,HOLY FAMILY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2700338/12,East Kameng,Seppa,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 5,3-Co-educational,2-Urban,"BEBO COLONY SEPPA, DIST. EAST KAMENG",790102.0,,hfs218seppa@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2700338/12,2025-08-20T13:47:52.670436,2-Urban,1,5,2006,5-Private Unaided (Recognized),5-Private Unaided (Recognized),NA,NA,379,226,153,N/A,28,4,24,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.838094,,,KAMENG PRESIDIUM SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2703720/12,East Kameng,Seppa,2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,2-Urban,"WESSANG, SEPPA, EAST KAMENG DISTRICT, ARUNACHAL PRADESH",790102.0,,kpsseppa@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2703720/12,2025-08-20T13:48:00.643625,2-Urban,1,8,2015,5-Private Unaided (Recognized),5-Private Unaided (Recognized),NA,NA,118,79,39,N/A,13,6,7,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.872074,,,KGBV BAMENG,https://kys.udiseplus.gov.in/#/schooldetail/2702391/12,East Kameng,Bameng,2025-26,7-Upper Pr. and Secondary,1-Department of Education,6 To 10,2-Girls,1-Rural,"KASTURBA GANDHI BALIKA VIDYALAYA, BAMENG",790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702391/12,2025-08-20T13:48:08.569039,1-Rural,6,10,2009,1-Department of Education,1-Department of Education,1-CBSE,NA,90,0,90,N/A,11,3,8,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.900936,,,KGBV CHAYANG TAJO,https://kys.udiseplus.gov.in/#/schooldetail/2703699/12,East Kameng,Chayang Tajo,2025-26,7-Upper Pr. and Secondary,1-Department of Education,6 To 10,2-Girls,1-Rural,KGBV chayang tajo .,790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2703699/12,2025-08-20T13:48:16.616471,1-Rural,6,10,2009,1-Department of Education,1-Department of Education,1-CBSE,NA,189,0,189,N/A,12,5,7,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.934837,,,KGBV WESSANG,https://kys.udiseplus.gov.in/#/schooldetail/2703728/12,East Kameng,Seppa,2025-26,7-Upper Pr. and Secondary,1-Department of Education,6 To 10,2-Girls,1-Rural,"Near DIET SEPPA Village WESSANG SEPPA, DISTT. EAST KAMENG Arunachal Pradesh",790102.0,,kgbvwessang@vkvapt.org,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2703728/12,2025-08-20T13:48:24.591098,1-Rural,6,10,2006,1-Department of Education,1-Department of Education,1-CBSE,NA,166,0,166,N/A,11,5,6,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.964836,,,KIDS CARE SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2700345/12,East Kameng,Seppa,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 5,3-Co-educational,2-Urban,"NEAR MATCHA BRIDGE, MEDICAL COLONY, SEPPA",790102.0,,johnhingbo630@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2700345/12,2025-08-20T13:48:32.481254,2-Urban,1,5,2010,5-Private Unaided (Recognized),5-Private Unaided (Recognized),NA,NA,59,35,24,N/A,10,5,5,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:45.994512,,,LBSVN - I,https://kys.udiseplus.gov.in/#/schooldetail/2700332/12,East Kameng,Seppa,2025-26,2-Primary with Upper Primary,4-Government Aided,1 To 8,3-Co-educational,2-Urban,"type-III, Seppa Distt. East Kameng",790102.0,,dilipsingh.197131@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2700332/12,2025-08-20T13:48:40.529941,2-Urban,1,8,1997,4-Other State Govt. Managed,4-Government Aided,NA,NA,363,173,190,N/A,13,2,11,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:46.023960,,,LBSVN II,https://kys.udiseplus.gov.in/#/schooldetail/2700853/12,East Kameng,Seppa,2025-26,2-Primary with Upper Primary,4-Government Aided,1 To 8,3-Co-educational,2-Urban,"type-IV, COLONY SEPPA DISTT. EAST KAMENG",790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2700853/12,2025-08-20T13:48:48.396704,2-Urban,1,8,1982,4-Other State Govt. Managed,4-Government Aided,NA,NA,521,254,267,N/A,17,6,11,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:46.052551,,,LIGHT FOUNDATION RESIDENTIAL SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2704082/12,East Kameng,Seppa,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 5,3-Co-educational,1-Rural,5KILOMETERS SEPPA-CHAYANG TAJO,790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2704082/12,2025-08-20T13:48:56.296074,1-Rural,1,5,2018,5-Private Unaided (Recognized),5-Private Unaided (Recognized),NA,NA,44,36,8,N/A,8,2,6,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:46.081091,,,NYIBU NYEGAM YERKO,https://kys.udiseplus.gov.in/#/schooldetail/2704167/12,East Kameng,Seppa,2025-26,1-Primary,3-Local body,1 To 5,1-Boys,1-Rural,"NYIBU NYEGAM YERKO,Rang",790102.0,,lamguepapu12@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2704167/12,2025-08-20T13:49:04.281171,1-Rural,1,5,2020,3-Local Body,3-Local body,NA,NA,99,99,0,N/A,6,5,1,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:46.110168,,,OJU MISSION SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2702383/12,East Kameng,Seppa,2025-26,1-Primary,4-Government Aided,1 To 5,2-Girls,1-Rural,"wessang, seppa distt. east kameng.",790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702383/12,2025-08-20T13:49:12.198750,1-Rural,1,5,1999,4-Other State Govt. Managed,4-Government Aided,NA,NA,203,0,203,N/A,10,7,3,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:46.138610,,,"RAMKRISHNA MISSION VIDYAPEETH, LUMDUNG",https://kys.udiseplus.gov.in/#/schooldetail/2704084/12,East Kameng,Bana,2025-26,2-Primary with Upper Primary,4-Government Aided,1 To 8,3-Co-educational,1-Rural,"R K M LUMDANG PO,SEPPA DISTRICT EAST KAMENG",790102.0,,rkmvlumdung@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2704084/12,2025-08-20T13:49:20.063816,1-Rural,1,8,2018,4-Other State Govt. Managed,4-Government Aided,NA,NA,225,182,43,N/A,17,14,3,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:46.167935,,,SRI SRI GYAN MANDIR,https://kys.udiseplus.gov.in/#/schooldetail/2700334/12,East Kameng,Seppa,2025-26,,4-Government Aided,- To -,N/A,9-NA,,790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2700334/12,2025-08-20T13:49:28.028372,N/A,-,-,N/A,,N/A,N/A,N/A,0,0,0,N/A,0,0,0,SUCCESS,9,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:46.195669,,,ST JOSEPH SEC. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2700333/12,East Kameng,Seppa,2025-26,6-Pr. Up Pr. and Secondary Only,5-Private Unaided (Recognized),1 To 10,3-Co-educational,2-Urban,New Seppa East Kameng District Arunachal Pradesh Pin 790102,790102.0,,stjosephschoolseppa@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2700333/12,2025-08-20T13:49:35.925952,2-Urban,1,10,1997,5-Private Unaided (Recognized),5-Private Unaided (Recognized),1-CBSE,NA,745,408,337,N/A,30,13,17,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:46.230365,,,ST XAVIERS SCHOOL BANA,https://kys.udiseplus.gov.in/#/schooldetail/2702977/12,East Kameng,Bana,2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,1-Rural,ST.XAVIER BANA EAST KAMENG,790102.0,,bijisj0504@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702977/12,2025-08-20T13:49:43.834193,1-Rural,1,8,2008,5-Private Unaided (Recognized),5-Private Unaided (Recognized),NA,NA,236,127,109,N/A,10,4,6,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:46.260115,,,SUNRISE RESIDENTIAL SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2700545/12,East Kameng,Seppa,2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,2-Urban,"SUNRISE RESIDENTIAL SCHOOL, SEPPA",790102.0,,sunriseresidentialschool21@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2700545/12,2025-08-20T13:49:52.030237,2-Urban,1,8,2016,5-Private Unaided (Recognized),5-Private Unaided (Recognized),NA,NA,34,22,12,N/A,10,4,6,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:46.289309,,,VIVEKANANDA KENDRA VIDYALAYA,https://kys.udiseplus.gov.in/#/schooldetail/2702978/12,East Kameng,Seppa,2025-26,6-Pr. Up Pr. and Secondary Only,4-Government Aided,1 To 10,3-Co-educational,1-Rural,"wessang seppa, distt. east kameng",790102.0,,vkvwessang@vkvapt.org,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2702978/12,2025-08-20T13:50:00.300016,1-Rural,1,10,2007,4-Other State Govt. Managed,4-Government Aided,1-CBSE,NA,278,126,152,N/A,15,10,5,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:46.318783,,,VKV CHAYANG TAJO,https://kys.udiseplus.gov.in/#/schooldetail/2701882/12,East Kameng,Chayang Tajo,2025-26,2-Primary with Upper Primary,4-Government Aided,1 To 8,3-Co-educational,1-Rural,VIVEKANANDA KENDRA VIDYALAYA CHAYANG TAJO,790102.0,,vkvchayangtajo@vkvapt.org,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701882/12,2025-08-20T13:50:08.349646,1-Rural,1,8,2016,4-Other State Govt. Managed,4-Government Aided,NA,NA,166,83,83,N/A,9,4,5,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:46.429538,,,YANGSEY MODEL SCHOOL BANA,https://kys.udiseplus.gov.in/#/schooldetail/2703705/12,East Kameng,Bana,2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,1-Rural,Yangsey Seppa East Kameng,790102.0,,,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2703705/12,2025-08-20T13:50:16.316280,1-Rural,1,8,1997,5-Private Unaided (Recognized),5-Private Unaided (Recognized),NA,NA,70,51,19,N/A,9,3,6,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST KAMENG,2203,2025-08-20T11:32:46.458103,,,YARLEY DULEY ENGLISH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2703735/12,East Kameng,Seppa,2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,2-Urban,"TYPE-I, SEPPA EAST KAMENG DISTT.",790102.0,,cningshen41@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2703735/12,2025-08-20T13:50:24.283264,2-Urban,1,8,2014,5-Private Unaided (Recognized),5-Private Unaided (Recognized),NA,NA,47,30,17,N/A,9,3,6,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST SIANG,2208,2025-08-20T11:33:06.873757,,,ANGUN ASIR ACADEMY TULAP PASIGHAT,https://kys.udiseplus.gov.in/#/schooldetail/2703591/12,East Siang,Pasighat,2025-26,6-Pr. Up Pr. and Secondary Only,5-Private Unaided (Recognized),1 To 10,3-Co-educational,2-Urban,"Tulap, Pasighat, East Siang District, Arunachal Pradesh -791102 INDIA",791102.0,,aaatulap2016@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2703591/12,2025-08-20T13:50:32.387400,2-Urban,1,10,2016,5-Private Unaided (Recognized),5-Private Unaided (Recognized),1-CBSE,NA,233,150,83,N/A,13,7,6,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST SIANG,2208,2025-08-20T11:33:06.914246,,,ANGUN ENGLISH SCHOOL MEBO,https://kys.udiseplus.gov.in/#/schooldetail/2701306/12,East Siang,Mebo,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 5,3-Co-educational,1-Rural,"VILLAGE MEBO, EAST SIANG DISTRICT ARUNACHAL PRADESH",791104.0,,neeelamtanti7@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701306/12,2025-08-20T13:50:40.459271,1-Rural,1,5,2016,5-Private Unaided (Recognized),5-Private Unaided (Recognized),NA,NA,22,11,11,N/A,6,1,5,SUCCESS,11,2
True,True,ARUNACHAL PRADESH,112,EAST SIANG,2208,2025-08-20T11:33:06.955241,,,ANI ABING ENGLISH MEDIUM SCHOOL BILAT BAMIN,https://kys.udiseplus.gov.in/#/schooldetail/2701335/12,East Siang,Ruksin,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 5,3-Co-educational,1-Rural,"VILLAGE - BILAT BAMIN, PO -BILAT, DISTRICT - EAST SIANG, STATE - ARUNACHAL PRADESH - 791102",791102.0,,aniabingschool@gmail.com,School Details,https://kys.udiseplus.gov.in/#/schooldetail/2701335/12,2025-08-20T13:50:48.406555,1-Rural,1,5,2008,5-Private Unaided (Recognized),5-Private Unaided (Recognized),NA,NA,32,16,16,N/A,5,5,0,SUCCESS,11,2
