has_know_more_link,phase2_ready,state,state_id,district,district_id,extraction_date,udise_code,operational_status,school_name,know_more_link,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,address,pin_code,last_modified,email
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:43.784946,N/A,N/A,SAINT MARYS MISSION SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2704236/12,Capital Complex Itanagar,Borum (Urban),2025-26,1-Primary,5-Private Unaided (Recognized),1 To 5,3-Co-educational,2-Urban,Saint Marys Mission School P-Sector Itanagar Arunachal Pradesh,791111,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:43.813618,N/A,N/A,SANGAY LHADEN SPORTS ACADEMY,https://kys.udiseplus.gov.in/#/schooldetail/2700019/12,Capital Complex Itanagar,Borum (Urban),2025-26,7-Upper Pr. and Secondary,1-Department of Education,6 To 10,3-Co-educational,2-Urban,"Sangay Lhaden Sports Complex, Chimpu, 791113",791111,N/A,sangaylhadensportsacademy@gmail.com
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:48.747150,N/A,N/A,"SANSYS SMART SCHOOL TOTS, ITANAGAR",https://kys.udiseplus.gov.in/#/schooldetail/2704202/12,Capital Complex Itanagar,Borum (Urban),2025-26,1-Primary,5-Private Unaided (Recognized),1 To 5,3-Co-educational,2-Urban,"SANSYS SMART SCHOOL TOTS, ITANAGAR P Sector Itanagar",791111,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:48.779223,N/A,N/A,SCARED HEART SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2704218/12,Capital Complex Itanagar,Borum (Urban),2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,2-Urban,"SCARED HEART SCHOOL , Papunallah Naharlagun",791110,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:48.851855,N/A,N/A,SMART KIDS SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2704262/12,Capital Complex Itanagar,Borum (Urban),2025-26,1-Primary,5-Private Unaided (Recognized),1 To 5,3-Co-educational,2-Urban,"Smart Kids School, Chandranagar Itanagar Arunachal Pradesh",791111,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:48.882043,N/A,N/A,SRI SRI RAVISHANKAR VIDYA MANDIR,https://kys.udiseplus.gov.in/#/schooldetail/2704171/12,Capital Complex Itanagar,Borum (Urban),2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,1-Rural,"Art of Living Itanagar Ashram, Jully Basti Rd",791111,N/A,itanagar.ssrvm@gmail.com
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:48.911634,N/A,N/A,S S GARDEN OF KNOWLEDGE PLAY HOME,https://kys.udiseplus.gov.in/#/schooldetail/2704248/12,Capital Complex Itanagar,Borum (Urban),2025-26,1-Primary,5-Private Unaided (Recognized),1 To 4,3-Co-educational,1-Rural,"S.S Garden of Knowledge Play Home, Model Village, Naharlagun",791110,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:48.942731,N/A,N/A,ST FRANCIS D'ASSISI ENGLISH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2701973/12,Capital Complex Itanagar,Borum (Urban),2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,2-Urban,Damsite Papu Nallah Naharlagun,791110,N/A,sfsnaharlagun@gmail.com
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:48.972797,N/A,N/A,St. SAMUEL INTERNATIONAL SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2702207/12,Capital Complex Itanagar,Borum (Urban),2025-26,6-Pr. Up Pr. and Secondary Only,5-Private Unaided (Recognized),1 To 10,3-Co-educational,1-Rural,"St. SAMUEL INTERNATIONAL SCHOOL, NIRJULI VILLAGE - I",791110,N/A,pankajdutta110@gmail.com
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.002601,N/A,N/A,ST. THOMAS RESIDEDNTIAL SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2701974/12,Capital Complex Itanagar,Borum (Urban),2025-26,6-Pr. Up Pr. and Secondary Only,5-Private Unaided (Recognized),1 To 10,3-Co-educational,2-Urban,damsite naharlagun arunachal pradesh,791110,N/A,stthomasnlg@gmail.com
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.032108,N/A,N/A,SUN RISE PUBLIC SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2704234/12,Capital Complex Itanagar,Borum (Urban),2025-26,1-Primary,5-Private Unaided (Recognized),1 To 5,3-Co-educational,1-Rural,"Sun Rise Public School, Jullang Itanagar, Arunachal Pradesh",791111,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.060849,N/A,N/A,TAJE MEMORIAL RESD. SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2700293/12,Capital Complex Itanagar,Borum (Urban),2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,2-Urban,NA,791113,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.089942,N/A,N/A,TOKO REHEABILITATION CENTER,https://kys.udiseplus.gov.in/#/schooldetail/2704087/12,Capital Complex Itanagar,Borum (Urban),2025-26,1-Primary,8-Unrecognized,1 To 5,3-Co-educational,2-Urban,A SECTOR NAHARLAGUN ARUNACHAL PRADESH,791110,N/A,tokorehabcentre@gmail.com
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.131295,N/A,N/A,TRINITY. MISSION SCHOOL.,https://kys.udiseplus.gov.in/#/schooldetail/2704243/12,Capital Complex Itanagar,Borum (Urban),2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,1-Rural,Trinity Mission School Lekhi Naharlagun Arunachal Pradesh,791110,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.160728,N/A,N/A,VIDYA SAGAR ACADEMY,https://kys.udiseplus.gov.in/#/schooldetail/2700269/12,Capital Complex Itanagar,Borum (Urban),2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,2-Urban,Vidya sagar Academy D Sector Naharlagun,791110,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.189640,N/A,N/A,VIVEKANANDA CENTRAL SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2700279/12,Capital Complex Itanagar,Borum (Urban),2025-26,6-Pr. Up Pr. and Secondary Only,5-Private Unaided (Recognized),1 To 10,3-Co-educational,2-Urban,Vivek Vihar P O -R.K Mission-Itanagar District-Papumpare State-Arunanchal Pradesh,791113,N/A,vivekanandacentrals@gmail.com
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.262241,N/A,N/A,VIVEKANANDA RES. PUBLIC SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2700140/12,Capital Complex Itanagar,Borum (Urban),2025-26,6-Pr. Up Pr. and Secondary Only,5-Private Unaided (Recognized),1 To 10,3-Co-educational,2-Urban,VIVEK VIHAR ITANAGAR PAPUMPARE,791111,N/A,vrps2003@rediffmail.com
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.292146,N/A,N/A,V.K.V. ITANAGAR,https://kys.udiseplus.gov.in/#/schooldetail/2701954/12,Capital Complex Itanagar,Borum (Urban),2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,4-Government Aided,1 To 12,3-Co-educational,2-Urban,"Chimpu, P.O. - RK Mission, District - Papumpare, Arunachal Pradesh - 791113",791110,N/A,vkvitanagar@vkvapt.org
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.321725,N/A,N/A,VKV NIRJULI,https://kys.udiseplus.gov.in/#/schooldetail/2700129/12,Capital Complex Itanagar,Borum (Urban),2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,4-Government Aided,1 To 12,3-Co-educational,1-Rural,"VKV NIRJULI, PLOT NO.7,PO-NIRJULI,PAPUM PARE-DIST, ARUNACHAL PRADESH",791110,N/A,vkvnirjuli@vkvapt.org
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.350543,N/A,N/A,VKV VIVEK VIHAR,https://kys.udiseplus.gov.in/#/schooldetail/2704195/12,Capital Complex Itanagar,Borum (Urban),2025-26,2-Primary with Upper Primary,4-Government Aided,1 To 8,3-Co-educational,2-Urban,POLICE COLONY VIVEK VIHAR ITANAGAR R K MISSION PO 791113,791113,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.379029,N/A,N/A,VP FOUNDATION SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2704259/12,Capital Complex Itanagar,Borum (Urban),2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 7,3-Co-educational,2-Urban,"V P Foundation School, Richi, Jollang Itangar",791111,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.407853,N/A,N/A,WIZARD ACADEMY,https://kys.udiseplus.gov.in/#/schooldetail/2703574/12,Capital Complex Itanagar,Borum (Urban),2025-26,10-Secondary with Higher Secondary,8-Unrecognized,9 To 12,3-Co-educational,2-Urban,NA,791110,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CAPITAL COMPLEX ITANAGAR,2223,2025-08-20T11:30:49.439242,N/A,N/A,ZOIN KIDS SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2704260/12,Capital Complex Itanagar,Borum (Urban),2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,2-Urban,"Zion Kids School, Senki-View, Itanagar Arunachal Pradesh",791111,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.352138,N/A,N/A,ARUNACHAL VIKAS PARISHAD SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2700453/12,Changlang,Miao,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 5,3-Co-educational,1-Rural,ARUNACHAL VIKAS PARISHAD SCHOOL KHARSANG,792122,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.381006,N/A,N/A,ARUN UDOY SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2703893/12,Changlang,Bordumsa,2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,1-Rural,At. P.O/P.S - Bordumsa,792056,N/A,arun12345uday@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.410434,N/A,N/A,ASSAM RIFLES SECONDARY SCHOOL JAIRAMPUR,https://kys.udiseplus.gov.in/#/schooldetail/2701149/12,Changlang,Nampong,2025-26,6-Pr. Up Pr. and Secondary Only,5-Private Unaided (Recognized),1 To 10,3-Co-educational,2-Urban,ASSAM RIFLE SEC SCHOOL,792121,N/A,arschool792121@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.439941,N/A,N/A,AUXILIUM SCHOOL NAMPHAI-II,https://kys.udiseplus.gov.in/#/schooldetail/2700428/12,Changlang,Miao,2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,1-Rural,"AUXILIUM SCHOOL, NAMPHAI-II",792122,N/A,auxnamphai123@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.469306,N/A,N/A,"AWAKENING UNIVERSAL EDN SCHOOL, DEBAN",https://kys.udiseplus.gov.in/#/schooldetail/2703880/12,Changlang,Miao,2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,1-Rural,AWAKENING SPECIAL UNIVERSAL EDN SCHOOL DEBAN,792122,N/A,suchandrachakma3@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.499452,N/A,N/A,B.AJ.SS. NAMPONG,https://kys.udiseplus.gov.in/#/schooldetail/2700518/12,Changlang,Nampong,2025-26,2-Primary with Upper Primary,4-Government Aided,1 To 8,2-Girls,9-NA,NA,792123,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.527703,N/A,N/A,BATHEL ENGLISH SCHOOL BORDUMSA TOWN,https://kys.udiseplus.gov.in/#/schooldetail/2702995/12,Changlang,Bordumsa,2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,1-Rural,"Bordumsa, Dist. Changlang, Arunachal Pradesh",792056,N/A,anthonypampuinath@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.557290,N/A,N/A,BETHAL ENGLISH SCHOOL NEW KHAMLANG,https://kys.udiseplus.gov.in/#/schooldetail/2700414/12,Changlang,Miao,2025-26,1-Primary,8-Unrecognized,1 To 5,3-Co-educational,1-Rural,BETHAL ENGLISH SCHOOL NEW KHAMLANG,792055,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.586297,N/A,N/A,BODHI GYAN SCHOOL JYOTIPUR,https://kys.udiseplus.gov.in/#/schooldetail/2700623/12,Changlang,Diyun,2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,1-Rural,JYOTIPUR PO DIYUN CHANGLANG DIST ARUNACHAL PRADESH,792103,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.669525,N/A,N/A,BODHI RASMI SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2704143/12,Changlang,Bordumsa,2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,1-Rural,"Bijoypur-I, Bordumsa Circle, Changlang district, Arunachal Pradesh",792056,N/A,bodhirasmischool@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.699501,N/A,N/A,CHARISMA MISSION SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2704144/12,Changlang,Diyun,2025-26,2-Primary with Upper Primary,8-Unrecognized,1 To 8,3-Co-educational,1-Rural,MUDOI VILLAGE PO MUDOI DIST CHANGLANG ARUNACHAL PRADESH,792103,N/A,tonukoyub@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.728632,N/A,N/A,"DON BOSCO SCHOOL, GALENJA",https://kys.udiseplus.gov.in/#/schooldetail/2703906/12,Changlang,Bordumsa,2025-26,6-Pr. Up Pr. and Secondary Only,5-Private Unaided (Recognized),1 To 10,3-Co-educational,1-Rural,Don Bosco School Galenja Bordumsa,792056,N/A,dbsbordumsa@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.763137,N/A,N/A,DON BOSCO SCHOOL KHEREM MURA,https://kys.udiseplus.gov.in/#/schooldetail/2700502/12,Changlang,Bordumsa,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 5,3-Co-educational,1-Rural,Don Bosco School Kheremura Bordumsa P.O Changlang Dist. Arunachal Pradesh,792056,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.794571,N/A,N/A,"DON BOSCO SCHOOL, RAJANAGAR",https://kys.udiseplus.gov.in/#/schooldetail/2703043/12,Changlang,Bordumsa,2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,1-Rural,RAJANAGAR DIST CHANGLANG STATEARUNACHAL PRADESH,792056,N/A,biswa.chhetry10@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:10.826627,N/A,N/A,EDEN ENGLISH SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2704146/12,Changlang,Miao,2025-26,1-Primary,5-Private Unaided (Recognized),1 To 5,3-Co-educational,1-Rural,EDEN ENGLISH SCHOOL UPPER INJAN,792122,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.065651,N/A,N/A,"FOUNDATION ENGLISH SCHOOL, BALINONG",https://kys.udiseplus.gov.in/#/schooldetail/2700431/12,Changlang,Miao,2025-26,2-Primary with Upper Primary,8-Unrecognized,1 To 8,3-Co-educational,1-Rural,FOUNDATION ENGLISH SCHOOL BALINONG,792122,N/A,philiptronrang@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.100550,N/A,N/A,FREEDOM CHRISTIAN SCHOOL GANDHIGRAM,https://kys.udiseplus.gov.in/#/schooldetail/2700407/12,Changlang,Miao,2025-26,2-Primary with Upper Primary,5-Private Unaided (Recognized),1 To 8,3-Co-educational,1-Rural,FREEDOM ENGLISH SCHOOL GANDHIGRAM,792055,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.131029,N/A,N/A,"GAUTAM VIDYA NIKETAN SCHOOL, DHARAMPUR I",https://kys.udiseplus.gov.in/#/schooldetail/2703886/12,Changlang,Miao,2025-26,1-Primary,8-Unrecognized,1 To 5,3-Co-educational,1-Rural,GAUTAM VIDYA NIKETAN DHARMAPUR-I,792122,N/A,binoykumarchakma712@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.166895,N/A,N/A,GOVT. DEMONSTRATION SCHOOL,https://kys.udiseplus.gov.in/#/schooldetail/2701063/12,Changlang,Changlang,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,2-Urban,Govt. Demonstration School,792120,N/A,upperprimarydemonstrationschool@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.233309,N/A,N/A,"GOVT. ELEMENTARY RESIDENTIAL SCHOOL, NEW KHAMDU",https://kys.udiseplus.gov.in/#/schooldetail/2700537/12,Changlang,Nampong,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,2-Girls,1-Rural,VILL-NEW KHAMDU.PO/PS.JAIRAMPUR.DISTT-CHANGLANG.ARUNACHAL PRADESH.,792121,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.303957,N/A,N/A,"GOVT. ELEMENTARY RESIDENTIAL SCHOOL, VIJAYNAGAR",https://kys.udiseplus.gov.in/#/schooldetail/2700400/12,Changlang,Miao,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,2-Girls,1-Rural,GOVT ELEMENTARY RESIDENTIAL SCHOOL VIJAYNAGAR,792055,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.337666,N/A,N/A,"GOVT. HR. SEC. SCHOOL, BORDUMSA",https://kys.udiseplus.gov.in/#/schooldetail/2700489/12,Changlang,Bordumsa,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,1-Rural,"VILLAGE-BORDUMSA,PO/PS-BORDUMSA,DIST-CHANGLANG,STATE-ARUNACHAL PRADESH",792056,N/A,principalbsa@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.369181,N/A,N/A,"GOVT. HR. SEC. SCHOOL, CHANGLANG",https://kys.udiseplus.gov.in/#/schooldetail/2701059/12,Changlang,Changlang,2025-26,10-Secondary with Higher Secondary,1-Department of Education,9 To 12,3-Co-educational,2-Urban,GHSS CHANGLANG ARUNACHAL PRADESH,792120,N/A,principalghssclg@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.434347,N/A,N/A,"GOVT. HR. SEC. SCHOOL, DIYUN",https://kys.udiseplus.gov.in/#/schooldetail/2700592/12,Changlang,Diyun,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,1-Rural,Diyun P.O/P.S-Diyun Dist-Changlang Pin-792103,792103,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.467446,N/A,N/A,"GOVT. HR. SEC. SCHOOL, INNAO",https://kys.udiseplus.gov.in/#/schooldetail/2700625/12,Changlang,Diyun,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,1-Rural,GOVT. HR SEC SCHOOL INNAO PO INNAO CHANGLANG DISTRICT ARUNACHAL PRADESH,792103,N/A,ghssinnao@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.502970,N/A,N/A,"GOVT. HR. SEC. SCHOOL, KHARSANG",https://kys.udiseplus.gov.in/#/schooldetail/2700439/12,Changlang,Miao,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,3-Co-educational,1-Rural,GOVT HIGHER SECONDARY SCHOOL KHARSANG,792122,N/A,hsskharsang@yahoo.in
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.710113,N/A,N/A,"GOVT. HR. SEC. SCHOOL, MANMAO",https://kys.udiseplus.gov.in/#/schooldetail/2700635/12,Changlang,Manmao,2025-26,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Department of Education,1 To 12,3-Co-educational,1-Rural,"Govt. Hr. Sec. School, Manmao",792121,N/A,ghssmanmao@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.775820,N/A,N/A,"GOVT. HR. SEC. SCHOOL, MIAO",https://kys.udiseplus.gov.in/#/schooldetail/2701287/12,Changlang,Miao,2025-26,10-Secondary with Higher Secondary,1-Department of Education,9 To 12,3-Co-educational,2-Urban,GOVT HR SEC SCHOOL MIAO,792122,N/A,prnlghssmiao@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.808746,N/A,N/A,"GOVT. HR. SEC. SCHOOL, NAMPONG",https://kys.udiseplus.gov.in/#/schooldetail/2700515/12,Changlang,Nampong,2025-26,5-Up. Pr. Secondary and Higher Sec,1-Department of Education,6 To 12,3-Co-educational,1-Rural,"NAMPONG.DISTT-CHANGLANG,ARUNACHAL PRADESH.",792123,N/A,udisenampong@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.838777,N/A,N/A,GOVT.M.E. SCHOOL SACHING,https://kys.udiseplus.gov.in/#/schooldetail/2700575/12,Changlang,Khimyang,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,GOVERNMENT UPPER PRIMARY SCHOOL SACHING VILLAGE,792120,N/A,gupssaching@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.869406,N/A,N/A,"GOVT. MIDDLE SCHOOL, ALLUBARI",https://kys.udiseplus.gov.in/#/schooldetail/2703905/12,Changlang,Bordumsa,2025-26,2-Primary with Upper Primary,1-Department of Education,1 To 8,3-Co-educational,1-Rural,PO/PS. BORDUMSA.DIST. CHANGLANG.STATE.ARUNACHAL PRADESH,792056,N/A,Gupsalubari@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.899284,N/A,N/A,"GOVT. PRIMARY SCHOOL, 9TH MILE LONGRAN",https://kys.udiseplus.gov.in/#/schooldetail/2700390/12,Changlang,Changlang,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,NA,792120,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.929224,N/A,N/A,"GOVT. PRIMARY SCHOOL, ANANDPUR-I",https://kys.udiseplus.gov.in/#/schooldetail/2700482/12,Changlang,Miao,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,GOVT PRIMARY SCHOOL ANANDAPUR-I,792122,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.958464,N/A,N/A,"GOVT. PRIMARY SCHOOL, ANANDPUR-II",https://kys.udiseplus.gov.in/#/schooldetail/2700460/12,Changlang,Miao,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,GOVT PRIMARY SCHOOL ANANDAPUR-II,792122,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:11.987695,N/A,N/A,"GOVT. PRIMARY SCHOOL, AVOIPUR",https://kys.udiseplus.gov.in/#/schooldetail/2700606/12,Changlang,Diyun,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,VILLAGE AVPIPUR PO DIYUN DIST CHANGLANG ARUNACHAL PRADESH,792103,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:12.017071,N/A,N/A,"GOVT. PRIMARY SCHOOL, BAZARLINE",https://kys.udiseplus.gov.in/#/schooldetail/2701064/12,Changlang,Changlang,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,2-Urban,GOVT. PRIMARY SCHOOL BAZARLINE,792120,N/A,N/A
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:12.046132,N/A,N/A,"GOVT. PRIMARY SCHOOL, BIJAYPUR-II",https://kys.udiseplus.gov.in/#/schooldetail/2700510/12,Changlang,Bordumsa,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"VILL-BIJOYPUR-II,PO/PS-BORDUMSA,DIST-CHANGLANG,STATE-ARUNACHAL PRADESHH",792056,N/A,gpsbijoypur2801@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:12.075884,N/A,N/A,"GOVT. PRIMARY SCHOOL, BIJAYPUR- III",https://kys.udiseplus.gov.in/#/schooldetail/2700509/12,Changlang,Bordumsa,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"PO/PS.BORDUMSA,DISTT,CHANGLANG,STATE.ARUNACHAL PRADESH",792056,N/A,www.gpsbijoypur3@gmail.com
True,True,ARUNACHAL PRADESH,112,CHANGLANG,2212,2025-08-20T11:31:12.105712,N/A,N/A,"GOVT. PRIMARY SCHOOL, BORKHET",https://kys.udiseplus.gov.in/#/schooldetail/2700505/12,Changlang,Bordumsa,2025-26,1-Primary,1-Department of Education,1 To 5,3-Co-educational,1-Rural,"VILL-BORKHET,PO/PS-BORDUMSA,DIST-CHANGLANG,STATE-ARUNACHAL PRADESH",792056,N/A,N/A
